Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web sites: http://nsidc.org/data/nsidc-0081.html and http://nsidc.org/data/nsidc-0051.html
1983,    08,  09,     16.710,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.09/nt_19830809_n07_v1.1_s.bin']
1983,    08,  11,     16.765,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.11/nt_19830811_n07_v1.1_s.bin']
1983,    08,  13,     16.888,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.13/nt_19830813_n07_v1.1_s.bin']
1983,    08,  15,     17.114,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.15/nt_19830815_n07_v1.1_s.bin']
1983,    08,  17,     17.181,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.17/nt_19830817_n07_v1.1_s.bin']
1983,    08,  19,     17.268,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.19/nt_19830819_n07_v1.1_s.bin']
1983,    08,  21,     17.577,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.21/nt_19830821_n07_v1.1_s.bin']
1983,    08,  23,     17.860,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.23/nt_19830823_n07_v1.1_s.bin']
1983,    08,  25,     17.799,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.25/nt_19830825_n07_v1.1_s.bin']
1983,    08,  27,     17.945,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.27/nt_19830827_n07_v1.1_s.bin']
1983,    08,  29,     17.981,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.29/nt_19830829_n07_v1.1_s.bin']
1983,    08,  31,     18.100,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.08.31/nt_19830831_n07_v1.1_s.bin']
1983,    09,  02,     18.284,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.02/nt_19830902_n07_v1.1_s.bin']
1983,    09,  04,     18.419,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.04/nt_19830904_n07_v1.1_s.bin']
1983,    09,  06,     18.417,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.06/nt_19830906_n07_v1.1_s.bin']
1983,    09,  08,     18.499,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.08/nt_19830908_n07_v1.1_s.bin']
1983,    09,  10,     18.691,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.10/nt_19830910_n07_v1.1_s.bin']
1983,    09,  12,     18.708,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.12/nt_19830912_n07_v1.1_s.bin']
1983,    09,  14,     18.724,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.14/nt_19830914_n07_v1.1_s.bin']
1983,    09,  16,     18.671,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.16/nt_19830916_n07_v1.1_s.bin']
1983,    09,  18,     18.763,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.18/nt_19830918_n07_v1.1_s.bin']
1983,    09,  20,     18.811,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.20/nt_19830920_n07_v1.1_s.bin']
1983,    09,  22,     18.736,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.22/nt_19830922_n07_v1.1_s.bin']
1983,    09,  24,     18.645,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.24/nt_19830924_n07_v1.1_s.bin']
1983,    09,  26,     18.522,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.26/nt_19830926_n07_v1.1_s.bin']
1983,    09,  28,     18.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.28/nt_19830928_n07_v1.1_s.bin']
1983,    09,  30,     18.456,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.09.30/nt_19830930_n07_v1.1_s.bin']
1983,    10,  02,     18.363,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.02/nt_19831002_n07_v1.1_s.bin']
1983,    10,  04,     18.271,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.04/nt_19831004_n07_v1.1_s.bin']
1983,    10,  06,     18.107,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.06/nt_19831006_n07_v1.1_s.bin']
1983,    10,  08,     17.990,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.08/nt_19831008_n07_v1.1_s.bin']
1983,    10,  10,     17.985,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.10/nt_19831010_n07_v1.1_s.bin']
1983,    10,  12,     18.076,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.12/nt_19831012_n07_v1.1_s.bin']
1983,    10,  14,     18.002,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.14/nt_19831014_n07_v1.1_s.bin']
1983,    10,  16,     18.032,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.16/nt_19831016_n07_v1.1_s.bin']
1983,    10,  18,     18.028,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.18/nt_19831018_n07_v1.1_s.bin']
1983,    10,  20,     17.867,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.20/nt_19831020_n07_v1.1_s.bin']
1983,    10,  22,     17.715,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.22/nt_19831022_n07_v1.1_s.bin']
1983,    10,  24,     17.625,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.24/nt_19831024_n07_v1.1_s.bin']
1983,    10,  26,     17.680,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.26/nt_19831026_n07_v1.1_s.bin']
1983,    10,  28,     17.557,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.28/nt_19831028_n07_v1.1_s.bin']
1983,    10,  30,     17.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.10.30/nt_19831030_n07_v1.1_s.bin']
1983,    11,  01,     17.283,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.01/nt_19831101_n07_v1.1_s.bin']
1983,    11,  03,     17.174,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.03/nt_19831103_n07_v1.1_s.bin']
1983,    11,  05,     17.020,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.05/nt_19831105_n07_v1.1_s.bin']
1983,    11,  07,     16.939,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.07/nt_19831107_n07_v1.1_s.bin']
1983,    11,  09,     16.699,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.09/nt_19831109_n07_v1.1_s.bin']
1983,    11,  11,     16.626,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.11/nt_19831111_n07_v1.1_s.bin']
1983,    11,  13,     16.394,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.13/nt_19831113_n07_v1.1_s.bin']
1983,    11,  15,     16.199,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.15/nt_19831115_n07_v1.1_s.bin']
1983,    11,  17,     15.980,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.17/nt_19831117_n07_v1.1_s.bin']
1983,    11,  19,     15.766,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.19/nt_19831119_n07_v1.1_s.bin']
1983,    11,  21,     15.473,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.21/nt_19831121_n07_v1.1_s.bin']
1983,    11,  23,     15.232,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.23/nt_19831123_n07_v1.1_s.bin']
1983,    11,  25,     14.817,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.25/nt_19831125_n07_v1.1_s.bin']
1983,    11,  27,     14.447,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.27/nt_19831127_n07_v1.1_s.bin']
1983,    11,  29,     14.164,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.11.29/nt_19831129_n07_v1.1_s.bin']
1983,    12,  01,     13.871,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.01/nt_19831201_n07_v1.1_s.bin']
1983,    12,  03,     13.371,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.03/nt_19831203_n07_v1.1_s.bin']
1983,    12,  05,     12.858,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.05/nt_19831205_n07_v1.1_s.bin']
1983,    12,  07,     12.359,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.07/nt_19831207_n07_v1.1_s.bin']
1983,    12,  09,     11.991,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.09/nt_19831209_n07_v1.1_s.bin']
1983,    12,  11,     11.617,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.11/nt_19831211_n07_v1.1_s.bin']
1983,    12,  13,     11.161,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.13/nt_19831213_n07_v1.1_s.bin']
1983,    12,  15,     10.634,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.15/nt_19831215_n07_v1.1_s.bin']
1983,    12,  17,     10.157,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.17/nt_19831217_n07_v1.1_s.bin']
1983,    12,  19,      9.544,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.19/nt_19831219_n07_v1.1_s.bin']
1983,    12,  21,      9.166,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.21/nt_19831221_n07_v1.1_s.bin']
1983,    12,  23,      8.649,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.23/nt_19831223_n07_v1.1_s.bin']
1983,    12,  25,      8.248,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.25/nt_19831225_n07_v1.1_s.bin']
1983,    12,  27,      7.888,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.27/nt_19831227_n07_v1.1_s.bin']
1983,    12,  29,      7.588,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.29/nt_19831229_n07_v1.1_s.bin']
1983,    12,  31,      7.200,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1983.12.31/nt_19831231_n07_v1.1_s.bin']
1984,    01,  02,      6.944,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.02/nt_19840102_n07_v1.1_s.bin']
1984,    01,  04,      6.653,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.04/nt_19840104_n07_v1.1_s.bin']
1984,    01,  06,      6.296,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.06/nt_19840106_n07_v1.1_s.bin']
1984,    01,  08,      5.935,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.08/nt_19840108_n07_v1.1_s.bin']
1984,    01,  10,      5.629,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.10/nt_19840110_n07_v1.1_s.bin']
1984,    01,  12,      5.299,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.12/nt_19840112_n07_v1.1_s.bin']
1984,    01,  14,      5.142,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.14/nt_19840114_n07_v1.1_s.bin']
1984,    01,  16,      4.526,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.16/nt_19840116_n07_v1.1_s.bin']
1984,    01,  18,      4.230,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.18/nt_19840118_n07_v1.1_s.bin']
1984,    01,  20,      3.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.20/nt_19840120_n07_v1.1_s.bin']
1984,    01,  22,      3.679,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.22/nt_19840122_n07_v1.1_s.bin']
1984,    01,  24,      3.489,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.24/nt_19840124_n07_v1.1_s.bin']
1984,    01,  26,      3.424,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.26/nt_19840126_n07_v1.1_s.bin']
1984,    01,  28,      3.265,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.28/nt_19840128_n07_v1.1_s.bin']
1984,    01,  30,      3.172,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.01.30/nt_19840130_n07_v1.1_s.bin']
1984,    02,  01,      3.039,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.01/nt_19840201_n07_v1.1_s.bin']
1984,    02,  03,      2.982,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.03/nt_19840203_n07_v1.1_s.bin']
1984,    02,  05,      2.983,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.05/nt_19840205_n07_v1.1_s.bin']
1984,    02,  07,      2.875,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.07/nt_19840207_n07_v1.1_s.bin']
1984,    02,  09,      2.796,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.09/nt_19840209_n07_v1.1_s.bin']
1984,    02,  11,      2.663,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.11/nt_19840211_n07_v1.1_s.bin']
1984,    02,  13,      2.639,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.13/nt_19840213_n07_v1.1_s.bin']
1984,    02,  15,      2.577,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.15/nt_19840215_n07_v1.1_s.bin']
1984,    02,  17,      2.602,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.17/nt_19840217_n07_v1.1_s.bin']
1984,    02,  19,      2.552,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.19/nt_19840219_n07_v1.1_s.bin']
1984,    02,  21,      2.539,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.21/nt_19840221_n07_v1.1_s.bin']
1984,    02,  23,      2.544,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.23/nt_19840223_n07_v1.1_s.bin']
1984,    02,  25,      2.468,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.25/nt_19840225_n07_v1.1_s.bin']
1984,    02,  27,      2.382,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.27/nt_19840227_n07_v1.1_s.bin']
1984,    02,  29,      2.518,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.02.29/nt_19840229_n07_v1.1_s.bin']
1984,    03,  02,      2.701,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.02/nt_19840302_n07_v1.1_s.bin']
1984,    03,  04,      2.889,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.04/nt_19840304_n07_v1.1_s.bin']
1984,    03,  06,      3.043,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.06/nt_19840306_n07_v1.1_s.bin']
1984,    03,  08,      3.110,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.08/nt_19840308_n07_v1.1_s.bin']
1984,    03,  10,      3.214,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.10/nt_19840310_n07_v1.1_s.bin']
1984,    03,  12,      3.316,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.12/nt_19840312_n07_v1.1_s.bin']
1984,    03,  14,      3.433,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.14/nt_19840314_n07_v1.1_s.bin']
1984,    03,  16,      3.549,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.16/nt_19840316_n07_v1.1_s.bin']
1984,    03,  18,      3.679,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.18/nt_19840318_n07_v1.1_s.bin']
1984,    03,  20,      3.803,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.20/nt_19840320_n07_v1.1_s.bin']
1984,    03,  22,      3.922,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.22/nt_19840322_n07_v1.1_s.bin']
1984,    03,  24,      4.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.24/nt_19840324_n07_v1.1_s.bin']
1984,    03,  26,      4.295,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.26/nt_19840326_n07_v1.1_s.bin']
1984,    03,  28,      4.465,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.28/nt_19840328_n07_v1.1_s.bin']
1984,    03,  30,      4.676,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.03.30/nt_19840330_n07_v1.1_s.bin']
1984,    04,  01,      4.928,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.01/nt_19840401_n07_v1.1_s.bin']
1984,    04,  03,      5.134,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.03/nt_19840403_n07_v1.1_s.bin']
1984,    04,  05,      5.327,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.05/nt_19840405_n07_v1.1_s.bin']
1984,    04,  07,      5.592,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.07/nt_19840407_n07_v1.1_s.bin']
1984,    04,  09,      5.718,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.09/nt_19840409_n07_v1.1_s.bin']
1984,    04,  11,      5.922,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.11/nt_19840411_n07_v1.1_s.bin']
1984,    04,  13,      6.107,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1984.04.13/nt_19840413_n07_v1.1_s.bin']
