Year, Month, Day,     Extent,    Missing, Source Data
YYYY,    MM,  DD, 10^6 sq km, 10^6 sq km, Source data product web sites: http://nsidc.org/data/nsidc-0081.html and http://nsidc.org/data/nsidc-0051.html
1981,    07,  02,     15.061,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.02/nt_19810702_n07_v1.1_s.bin']
1981,    07,  04,     15.235,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.04/nt_19810704_n07_v1.1_s.bin']
1981,    07,  06,     15.362,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.06/nt_19810706_n07_v1.1_s.bin']
1981,    07,  08,     15.356,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.08/nt_19810708_n07_v1.1_s.bin']
1981,    07,  10,     15.559,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.10/nt_19810710_n07_v1.1_s.bin']
1981,    07,  12,     15.757,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.12/nt_19810712_n07_v1.1_s.bin']
1981,    07,  14,     15.918,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.14/nt_19810714_n07_v1.1_s.bin']
1981,    07,  16,     16.021,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.16/nt_19810716_n07_v1.1_s.bin']
1981,    07,  18,     16.090,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.18/nt_19810718_n07_v1.1_s.bin']
1981,    07,  20,     16.267,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.20/nt_19810720_n07_v1.1_s.bin']
1981,    07,  22,     16.532,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.22/nt_19810722_n07_v1.1_s.bin']
1981,    07,  24,     16.803,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.24/nt_19810724_n07_v1.1_s.bin']
1981,    07,  26,     16.810,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.26/nt_19810726_n07_v1.1_s.bin']
1981,    07,  28,     16.812,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.28/nt_19810728_n07_v1.1_s.bin']
1981,    07,  30,     16.998,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.07.30/nt_19810730_n07_v1.1_s.bin']
1981,    08,  01,     16.968,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.01/nt_19810801_n07_v1.1_s.bin']
1981,    08,  03,     17.137,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.03/nt_19810803_n07_v1.1_s.bin']
1981,    08,  05,     17.270,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.05/nt_19810805_n07_v1.1_s.bin']
1981,    08,  07,     17.290,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.07/nt_19810807_n07_v1.1_s.bin']
1981,    08,  09,     17.475,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.09/nt_19810809_n07_v1.1_s.bin']
1981,    08,  11,     17.687,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.11/nt_19810811_n07_v1.1_s.bin']
1981,    08,  13,     17.712,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.13/nt_19810813_n07_v1.1_s.bin']
1981,    08,  15,     17.841,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.15/nt_19810815_n07_v1.1_s.bin']
1981,    08,  17,     18.051,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.17/nt_19810817_n07_v1.1_s.bin']
1981,    08,  19,     17.993,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.19/nt_19810819_n07_v1.1_s.bin']
1981,    08,  21,     17.948,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.21/nt_19810821_n07_v1.1_s.bin']
1981,    08,  23,     17.900,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.23/nt_19810823_n07_v1.1_s.bin']
1981,    08,  25,     17.983,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.25/nt_19810825_n07_v1.1_s.bin']
1981,    08,  27,     18.125,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.27/nt_19810827_n07_v1.1_s.bin']
1981,    08,  29,     18.203,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.29/nt_19810829_n07_v1.1_s.bin']
1981,    08,  31,     18.201,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.08.31/nt_19810831_n07_v1.1_s.bin']
1981,    09,  02,     18.200,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.02/nt_19810902_n07_v1.1_s.bin']
1981,    09,  04,     18.301,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.04/nt_19810904_n07_v1.1_s.bin']
1981,    09,  06,     18.330,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.06/nt_19810906_n07_v1.1_s.bin']
1981,    09,  08,     18.427,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.08/nt_19810908_n07_v1.1_s.bin']
1981,    09,  10,     18.445,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.10/nt_19810910_n07_v1.1_s.bin']
1981,    09,  12,     18.479,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.12/nt_19810912_n07_v1.1_s.bin']
1981,    09,  14,     18.636,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.14/nt_19810914_n07_v1.1_s.bin']
1981,    09,  16,     18.689,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.16/nt_19810916_n07_v1.1_s.bin']
1981,    09,  18,     18.856,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.18/nt_19810918_n07_v1.1_s.bin']
1981,    09,  20,     18.778,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.20/nt_19810920_n07_v1.1_s.bin']
1981,    09,  22,     18.706,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.22/nt_19810922_n07_v1.1_s.bin']
1981,    09,  24,     18.763,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.24/nt_19810924_n07_v1.1_s.bin']
1981,    09,  26,     18.789,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.26/nt_19810926_n07_v1.1_s.bin']
1981,    09,  28,     18.778,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.28/nt_19810928_n07_v1.1_s.bin']
1981,    09,  30,     18.770,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.09.30/nt_19810930_n07_v1.1_s.bin']
1981,    10,  02,     18.717,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.02/nt_19811002_n07_v1.1_s.bin']
1981,    10,  04,     18.670,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.04/nt_19811004_n07_v1.1_s.bin']
1981,    10,  06,     18.700,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.06/nt_19811006_n07_v1.1_s.bin']
1981,    10,  08,     18.701,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.08/nt_19811008_n07_v1.1_s.bin']
1981,    10,  10,     18.621,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.10/nt_19811010_n07_v1.1_s.bin']
1981,    10,  12,     18.689,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.12/nt_19811012_n07_v1.1_s.bin']
1981,    10,  14,     18.478,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.14/nt_19811014_n07_v1.1_s.bin']
1981,    10,  16,     18.452,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.16/nt_19811016_n07_v1.1_s.bin']
1981,    10,  18,     18.469,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.18/nt_19811018_n07_v1.1_s.bin']
1981,    10,  20,     18.216,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.20/nt_19811020_n07_v1.1_s.bin']
1981,    10,  22,     17.968,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.22/nt_19811022_n07_v1.1_s.bin']
1981,    10,  24,     17.882,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.24/nt_19811024_n07_v1.1_s.bin']
1981,    10,  26,     17.723,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.26/nt_19811026_n07_v1.1_s.bin']
1981,    10,  28,     17.654,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.28/nt_19811028_n07_v1.1_s.bin']
1981,    10,  30,     17.466,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.10.30/nt_19811030_n07_v1.1_s.bin']
1981,    11,  01,     17.213,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.01/nt_19811101_n07_v1.1_s.bin']
1981,    11,  03,     17.098,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.03/nt_19811103_n07_v1.1_s.bin']
1981,    11,  05,     16.830,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.05/nt_19811105_n07_v1.1_s.bin']
1981,    11,  07,     16.769,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.07/nt_19811107_n07_v1.1_s.bin']
1981,    11,  09,     16.708,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.09/nt_19811109_n07_v1.1_s.bin']
1981,    11,  11,     16.497,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.11/nt_19811111_n07_v1.1_s.bin']
1981,    11,  13,     16.446,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.13/nt_19811113_n07_v1.1_s.bin']
1981,    11,  15,     16.301,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.15/nt_19811115_n07_v1.1_s.bin']
1981,    11,  17,     15.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.17/nt_19811117_n07_v1.1_s.bin']
1981,    11,  19,     15.922,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.19/nt_19811119_n07_v1.1_s.bin']
1981,    11,  21,     15.792,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.21/nt_19811121_n07_v1.1_s.bin']
1981,    11,  23,     15.379,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.23/nt_19811123_n07_v1.1_s.bin']
1981,    11,  25,     15.168,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.25/nt_19811125_n07_v1.1_s.bin']
1981,    11,  27,     14.920,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.27/nt_19811127_n07_v1.1_s.bin']
1981,    11,  29,     14.630,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.11.29/nt_19811129_n07_v1.1_s.bin']
1981,    12,  01,     14.323,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.01/nt_19811201_n07_v1.1_s.bin']
1981,    12,  03,     13.957,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.03/nt_19811203_n07_v1.1_s.bin']
1981,    12,  05,     13.615,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.05/nt_19811205_n07_v1.1_s.bin']
1981,    12,  07,     13.135,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.07/nt_19811207_n07_v1.1_s.bin']
1981,    12,  09,     12.725,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.09/nt_19811209_n07_v1.1_s.bin']
1981,    12,  11,     12.432,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.11/nt_19811211_n07_v1.1_s.bin']
1981,    12,  13,     12.133,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.13/nt_19811213_n07_v1.1_s.bin']
1981,    12,  15,     11.485,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.15/nt_19811215_n07_v1.1_s.bin']
1981,    12,  17,     10.775,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.17/nt_19811217_n07_v1.1_s.bin']
1981,    12,  19,     10.038,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.19/nt_19811219_n07_v1.1_s.bin']
1981,    12,  21,      9.355,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.21/nt_19811221_n07_v1.1_s.bin']
1981,    12,  23,      8.900,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.23/nt_19811223_n07_v1.1_s.bin']
1981,    12,  25,      8.397,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.25/nt_19811225_n07_v1.1_s.bin']
1981,    12,  27,      8.005,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.27/nt_19811227_n07_v1.1_s.bin']
1981,    12,  29,      7.716,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.29/nt_19811229_n07_v1.1_s.bin']
1981,    12,  31,      7.326,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1981.12.31/nt_19811231_n07_v1.1_s.bin']
1982,    01,  02,      7.039,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.02/nt_19820102_n07_v1.1_s.bin']
1982,    01,  04,      6.689,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.04/nt_19820104_n07_v1.1_s.bin']
1982,    01,  06,      6.393,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.06/nt_19820106_n07_v1.1_s.bin']
1982,    01,  08,      6.084,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.08/nt_19820108_n07_v1.1_s.bin']
1982,    01,  10,      5.862,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.10/nt_19820110_n07_v1.1_s.bin']
1982,    01,  12,      5.625,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.12/nt_19820112_n07_v1.1_s.bin']
1982,    01,  14,      5.367,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.14/nt_19820114_n07_v1.1_s.bin']
1982,    01,  16,      5.260,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.16/nt_19820116_n07_v1.1_s.bin']
1982,    01,  18,      5.046,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.18/nt_19820118_n07_v1.1_s.bin']
1982,    01,  20,      4.801,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.20/nt_19820120_n07_v1.1_s.bin']
1982,    01,  22,      4.528,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.22/nt_19820122_n07_v1.1_s.bin']
1982,    01,  24,      4.280,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.24/nt_19820124_n07_v1.1_s.bin']
1982,    01,  26,      4.099,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.26/nt_19820126_n07_v1.1_s.bin']
1982,    01,  28,      4.028,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.28/nt_19820128_n07_v1.1_s.bin']
1982,    01,  30,      3.800,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.01.30/nt_19820130_n07_v1.1_s.bin']
1982,    02,  01,      3.650,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.01/nt_19820201_n07_v1.1_s.bin']
1982,    02,  03,      3.555,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.03/nt_19820203_n07_v1.1_s.bin']
1982,    02,  05,      3.378,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.05/nt_19820205_n07_v1.1_s.bin']
1982,    02,  07,      3.316,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.07/nt_19820207_n07_v1.1_s.bin']
1982,    02,  09,      3.185,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.09/nt_19820209_n07_v1.1_s.bin']
1982,    02,  11,      3.071,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.11/nt_19820211_n07_v1.1_s.bin']
1982,    02,  13,      3.027,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.13/nt_19820213_n07_v1.1_s.bin']
1982,    02,  15,      2.964,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.15/nt_19820215_n07_v1.1_s.bin']
1982,    02,  17,      2.912,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.17/nt_19820217_n07_v1.1_s.bin']
1982,    02,  19,      2.973,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.19/nt_19820219_n07_v1.1_s.bin']
1982,    02,  21,      2.891,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.21/nt_19820221_n07_v1.1_s.bin']
1982,    02,  23,      2.890,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.23/nt_19820223_n07_v1.1_s.bin']
1982,    02,  25,      2.977,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.25/nt_19820225_n07_v1.1_s.bin']
1982,    02,  27,      3.010,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.02.27/nt_19820227_n07_v1.1_s.bin']
1982,    03,  01,      3.048,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.01/nt_19820301_n07_v1.1_s.bin']
1982,    03,  03,      3.148,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.03/nt_19820303_n07_v1.1_s.bin']
1982,    03,  05,      3.271,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.05/nt_19820305_n07_v1.1_s.bin']
1982,    03,  07,      3.298,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.07/nt_19820307_n07_v1.1_s.bin']
1982,    03,  09,      3.434,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.09/nt_19820309_n07_v1.1_s.bin']
1982,    03,  11,      3.657,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.11/nt_19820311_n07_v1.1_s.bin']
1982,    03,  13,      3.959,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.13/nt_19820313_n07_v1.1_s.bin']
1982,    03,  15,      4.168,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.15/nt_19820315_n07_v1.1_s.bin']
1982,    03,  17,      4.290,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.17/nt_19820317_n07_v1.1_s.bin']
1982,    03,  19,      4.433,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.19/nt_19820319_n07_v1.1_s.bin']
1982,    03,  21,      4.737,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.21/nt_19820321_n07_v1.1_s.bin']
1982,    03,  23,      4.941,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.23/nt_19820323_n07_v1.1_s.bin']
1982,    03,  25,      5.104,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.25/nt_19820325_n07_v1.1_s.bin']
1982,    03,  27,      5.437,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.27/nt_19820327_n07_v1.1_s.bin']
1982,    03,  29,      5.708,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.29/nt_19820329_n07_v1.1_s.bin']
1982,    03,  31,      5.972,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.03.31/nt_19820331_n07_v1.1_s.bin']
1982,    04,  02,      6.262,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.02/nt_19820402_n07_v1.1_s.bin']
1982,    04,  04,      6.483,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.04/nt_19820404_n07_v1.1_s.bin']
1982,    04,  06,      6.613,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.06/nt_19820406_n07_v1.1_s.bin']
1982,    04,  08,      6.760,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.08/nt_19820408_n07_v1.1_s.bin']
1982,    04,  10,      6.999,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.10/nt_19820410_n07_v1.1_s.bin']
1982,    04,  12,      7.229,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.12/nt_19820412_n07_v1.1_s.bin']
1982,    04,  14,      7.495,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.14/nt_19820414_n07_v1.1_s.bin']
1982,    04,  16,      7.788,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.16/nt_19820416_n07_v1.1_s.bin']
1982,    04,  18,      8.049,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.18/nt_19820418_n07_v1.1_s.bin']
1982,    04,  20,      8.183,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.20/nt_19820420_n07_v1.1_s.bin']
1982,    04,  22,      8.442,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.22/nt_19820422_n07_v1.1_s.bin']
1982,    04,  24,      8.538,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.24/nt_19820424_n07_v1.1_s.bin']
1982,    04,  26,      8.785,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.26/nt_19820426_n07_v1.1_s.bin']
1982,    04,  28,      9.037,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.28/nt_19820428_n07_v1.1_s.bin']
1982,    04,  30,      9.181,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.04.30/nt_19820430_n07_v1.1_s.bin']
1982,    05,  02,      9.541,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.02/nt_19820502_n07_v1.1_s.bin']
1982,    05,  04,      9.593,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.04/nt_19820504_n07_v1.1_s.bin']
1982,    05,  06,      9.749,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.06/nt_19820506_n07_v1.1_s.bin']
1982,    05,  08,     10.024,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.08/nt_19820508_n07_v1.1_s.bin']
1982,    05,  10,     10.340,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.10/nt_19820510_n07_v1.1_s.bin']
1982,    05,  12,     10.507,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.12/nt_19820512_n07_v1.1_s.bin']
1982,    05,  14,     10.564,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.14/nt_19820514_n07_v1.1_s.bin']
1982,    05,  16,     10.644,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.16/nt_19820516_n07_v1.1_s.bin']
1982,    05,  18,     10.944,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.18/nt_19820518_n07_v1.1_s.bin']
1982,    05,  20,     11.098,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.20/nt_19820520_n07_v1.1_s.bin']
1982,    05,  22,     11.385,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.22/nt_19820522_n07_v1.1_s.bin']
1982,    05,  24,     11.405,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.24/nt_19820524_n07_v1.1_s.bin']
1982,    05,  26,     11.721,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.26/nt_19820526_n07_v1.1_s.bin']
1982,    05,  28,     11.881,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.28/nt_19820528_n07_v1.1_s.bin']
1982,    05,  30,     11.979,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.05.30/nt_19820530_n07_v1.1_s.bin']
1982,    06,  01,     12.180,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.01/nt_19820601_n07_v1.1_s.bin']
1982,    06,  03,     12.318,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.03/nt_19820603_n07_v1.1_s.bin']
1982,    06,  05,     12.625,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.05/nt_19820605_n07_v1.1_s.bin']
1982,    06,  07,     12.773,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.07/nt_19820607_n07_v1.1_s.bin']
1982,    06,  09,     12.938,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.09/nt_19820609_n07_v1.1_s.bin']
1982,    06,  11,     13.271,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.11/nt_19820611_n07_v1.1_s.bin']
1982,    06,  13,     13.415,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.13/nt_19820613_n07_v1.1_s.bin']
1982,    06,  15,     13.562,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.15/nt_19820615_n07_v1.1_s.bin']
1982,    06,  17,     13.661,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.17/nt_19820617_n07_v1.1_s.bin']
1982,    06,  19,     13.740,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.19/nt_19820619_n07_v1.1_s.bin']
1982,    06,  21,     13.829,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.21/nt_19820621_n07_v1.1_s.bin']
1982,    06,  23,     13.994,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.23/nt_19820623_n07_v1.1_s.bin']
1982,    06,  25,     14.161,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.25/nt_19820625_n07_v1.1_s.bin']
1982,    06,  27,     14.248,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.27/nt_19820627_n07_v1.1_s.bin']
1982,    06,  29,     14.536,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.06.29/nt_19820629_n07_v1.1_s.bin']
1982,    07,  01,     14.696,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.01/nt_19820701_n07_v1.1_s.bin']
1982,    07,  03,     14.951,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.03/nt_19820703_n07_v1.1_s.bin']
1982,    07,  05,     15.108,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.05/nt_19820705_n07_v1.1_s.bin']
1982,    07,  07,     15.147,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.07/nt_19820707_n07_v1.1_s.bin']
1982,    07,  09,     15.250,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.09/nt_19820709_n07_v1.1_s.bin']
1982,    07,  11,     15.380,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.11/nt_19820711_n07_v1.1_s.bin']
1982,    07,  13,     15.764,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.13/nt_19820713_n07_v1.1_s.bin']
1982,    07,  15,     16.107,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.15/nt_19820715_n07_v1.1_s.bin']
1982,    07,  17,     15.997,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.17/nt_19820717_n07_v1.1_s.bin']
1982,    07,  19,     15.906,      0.000, ['/ecs/DP1/PM/NSIDC-0051.001/1982.07.19/nt_19820719_n07_v1.1_s.bin']
